career_group_code,career_group_name,occupational_family,occ_family_code,pay_band_min,pay_band_max,concept_of_work,source_url,data_source
19030,Financial Services,Administrative Services,19,4,8,"This Career Group provides career tracks for financial specialists who perform, evaluate, or manage financial activities involving public assets and resources in accordance with applicable professional standards. Employees perform the full range of fiscal or evaluation duties associated with specialized areas such as accounting, budgeting, grants administration, auditing or taxation. Typical duties may include, but are not limited to, strategic planning; risk evaluation and mitigation; consulting; financial analysis; forecasting; accounts reconciliation; cash management; and investments. Employees duties range from entry-level specialist to executive management.",https://web1.dhrm.virginia.gov/itech/DHRMWebAssets/careergroups/admin/FinancialServices19030.htm,DHRM_PUBLIC
